Product,Product URL,Category,Vendor,Vendor URL,Price in AUD,Shipping From,Shipping To,Date Time Recorded
MatchMe 3.3 Script,welcome?action=show&listing=56118,Other Software,drunkdragon,userinfo?user=drunkdragon,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
1000 TicTac XTC with 150mg MDMA,welcome?action=show&listing=106872,Ecstasy - MDMA,obststand,userinfo?user=obststand,2512.53,Germany,European Union,Thu Sep 17 14:55:45 2020
10gr. 4F-MDMBBB-2201 (synthetic cannabinoid),welcome?action=show&listing=99004,Cannabis - Synthetic,cindicator,userinfo?user=cindicator,234.49,China,Worldwide,Thu Sep 17 14:55:45 2020
***USA FULLZ Driving License Both Sides + SSN + DOB + Address***,welcome?action=show&listing=127882,SSN / DOB / Other PII,bluemarket,userinfo?user=bluemarket,13.79,Digital / Service,Worldwide,Thu Sep 17 14:55:45 2020
Telegram Channel Members - 1000 For 3$,welcome?action=show&listing=65612,Other Services,socialmedia,userinfo?user=socialmedia,4.13,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"ADDERALL AD 30 IR, ORDERS FOR 10- 34",welcome?action=show&listing=126784,Stimulants - Adderall,athenaofadderall,userinfo?user=athenaofadderall,13.79,United States,United States,Thu Sep 17 14:55:45 2020
50gr. Etizolam,welcome?action=show&listing=91415,Benzos - Powder,cindicator,userinfo?user=cindicator,1172.49,China,Worldwide,Thu Sep 17 14:55:45 2020
AUX LOGGER 3.0 (Keylogger),welcome?action=show&listing=55613,Botnets and Malware,drunkdragon,userinfo?user=drunkdragon,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
HACKED NORDVPN.COM ACCOUNT SPECIAL 2$,welcome?action=show&listing=68155,VPN,picsou,userinfo?user=picsou,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Vidalista 20mg Tadalafil Cialis 10 tabs Blister Australia Pharma - AU local prescription med,welcome?action=show&listing=108476,Prescription Drugs,auspride,userinfo?user=auspride,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
100ml *Cannabis Oil* HIGHEST QUALITY,welcome?action=show&listing=64461,Cannabis - Syrup,aussieextracts,userinfo?user=aussieextracts,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
250x UFO 125G+ MDMA ECSTACY PILLS,welcome?action=show&listing=71961,Ecstasy - MDMA,dcukconnection,userinfo?user=dcukconnection,421.78,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Gushers Edibles 500mg - Cannabis infused gummies,welcome?action=show&listing=122346,Cannabis - Edibles,funkyfarms,userinfo?user=funkyfarms,34.48,United States,Worldwide,Thu Sep 17 14:55:45 2020
100 x $20 Counterfeit CF USD - Anonsheep - (escrow),welcome?action=show&listing=120734,Currency,anonsheep,userinfo?user=anonsheep,689.7,United States,United States,Thu Sep 17 14:55:45 2020
MDMA CHAMPAGNE 84% / 50 GRAMS / AAA+ QUALITY,welcome?action=show&listing=126970,Ecstasy - MDMA,coffeshop,userinfo?user=coffeshop,324.19,Germany,Worldwide,Thu Sep 17 14:55:45 2020
"Bandai Namco Forums Database 26,554 Records (Plaintext)",welcome?action=show&listing=56303,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
BOD .FUMARATE 10 grams,welcome?action=show&listing=107058,Psychedelics - Other,mastermeds,userinfo?user=mastermeds,412.44,China,Worldwide,Thu Sep 17 14:55:45 2020
Lorazepam 2.5mg APOTEX (30 pills),welcome?action=show&listing=100146,Benzos - Pills,dutchtopquality,userinfo?user=dutchtopquality,64.83,Netherlands,European Union,Thu Sep 17 14:55:45 2020
Sildenafil Powder - Better Than Generic Viagra (5 gram) - Dont waste your money on fake Viagra,welcome?action=show&listing=115990,Prescription Drugs,loveandhate,userinfo?user=loveandhate,57.93,United States,United States,Thu Sep 17 14:55:45 2020
tramadol 50mg x 20 caps,welcome?action=show&listing=77667,Prescription Drugs,premierpharma,userinfo?user=premierpharma,32.03,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
SPEED AMPHETAMINE PASTE / 25 GRAM / AAA+ QUALITY,welcome?action=show&listing=125790,Stimulants - Speed,coffeshop,userinfo?user=coffeshop,56.73,Germany,Worldwide,Thu Sep 17 14:55:45 2020
400x Cenforce 200mg VIAGRA (sildenafil citrate),welcome?action=show&listing=76516,Prescription Drugs,lysanderspooner,userinfo?user=lysanderspooner,498.31,Singapore,Worldwide,Thu Sep 17 14:55:45 2020
Mephedrone shards-0.5g,welcome?action=show&listing=66413,Stimulants - Mephedrone,jiffybagboys,userinfo?user=jiffybagboys,19.57,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
5x * DILAUDID * tabs Purdue Pharma Sourced *** NEW TO MARKET PROMO ***,welcome?action=show&listing=127682,Opioids - Hydromorphone,ogfrenchtoast,userinfo?user=ogfrenchtoast,N/A,United States,Worldwide,Thu Sep 17 14:55:45 2020
Rolex Cosmograph Daytona series (watch supply 112669),welcome?action=show&listing=125182,Other Forgeries,boyfootstep,userinfo?user=boyfootstep,504.86,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
Fitness Rooms Premium Account CHEAPEST on Market WARRANTY + EXTRAS,welcome?action=show&listing=85675,Various Logins,accountisland,userinfo?user=accountisland,15.17,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
-== HULU + Live TV Account ==-,welcome?action=show&listing=82419,Various Logins,g0ldenboy,userinfo?user=g0ldenboy,4.14,Digital / Service,Worldwide,Thu Sep 17 14:55:45 2020
TEMAZEPAM-CT 20MG EGGS 20Capsules,welcome?action=show&listing=118737,Benzos - Pills,socialpharma,userinfo?user=socialpharma,77.87,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
"ZOMATO DATABASE 4,575,620",welcome?action=show&listing=89781,Dumps,mountaindew,userinfo?user=mountaindew,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
100 grams Ketamine (S) / NL to NL !,welcome?action=show&listing=72607,Dissociatives - Ketamine,postnl,userinfo?user=postnl,1945.14,Netherlands,Netherlands,Thu Sep 17 14:55:45 2020
50x 100mg Mescaline pills,welcome?action=show&listing=119663,Psychedelics - Other,pygmalion,userinfo?user=pygmalion,572.67,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
20 GR Colombian Fishscale Cocaine - DOCTOR STAMP - High Quality Uncut Bricks,welcome?action=show&listing=83785,Stimulants - Cocaine,chapowlini,userinfo?user=chapowlini,1622.3,Netherlands,European Union,Thu Sep 17 14:55:45 2020
14 grams Fishscale Premium Cocaine Chunks From Brick- Express Shipping,welcome?action=show&listing=83198,Stimulants - Cocaine,icywhitenorth1,userinfo?user=icywhitenorth1,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
250g Tangerine Dream High quality Coffeeshop2Uk Import (Duplicate) (Duplicate),welcome?action=show&listing=87712,Cannabis - Buds and Flowers,britishpablo,userinfo?user=britishpablo,3025.38,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Vyvanse 20mg - $16 (Min. 8 per order),welcome?action=show&listing=115874,Prescription Drugs - Stimulants,norcoking,userinfo?user=norcoking,22.08,United States,United States,Thu Sep 17 14:55:45 2020
120x Diazepam/Valium 10mg,welcome?action=show&listing=89952,Benzos - Pills,z0loft,userinfo?user=z0loft,292.01,Germany,Germany,Thu Sep 17 14:55:45 2020
German ID both sides valid,welcome?action=show&listing=83018,SSN / DOB / Other PII,cardpass,userinfo?user=cardpass,8.11,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
1000GR MDMA STRAIGHT FROM THE LAB STARTING 1.95EU/GR,welcome?action=show&listing=115082,Ecstasy - MDMA,staroutlet,userinfo?user=staroutlet,3163.5,Belgium,Canada,Thu Sep 17 14:55:45 2020
5x Xanax 2MG - Worldwide Shipping + Freebie!,welcome?action=show&listing=125676,Benzos - Pills,nextlevel,userinfo?user=nextlevel,40.55,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Columbian Fish Scale Cocaine 1 Ounce (28.35 Grams),welcome?action=show&listing=103764,Stimulants - Cocaine,akhenaten,userinfo?user=akhenaten,2630.05,United States,United States,Thu Sep 17 14:55:45 2020
METH 1.75G - BUDGET - INC.,welcome?action=show&listing=128958,Stimulants - Meth,inc,userinfo?user=inc,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
1000x 4mg THC World Famous Sour Organic Gummy Bears,welcome?action=show&listing=72978,Cannabis - Edibles,treesntreats,userinfo?user=treesntreats,441.79,United States,United States,Thu Sep 17 14:55:45 2020
1000x Aztec Spirit LSD 250UG,welcome?action=show&listing=117166,Psychedelics - LSD,herodus,userinfo?user=herodus,2271.23,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
ztod.com Porn Account,welcome?action=show&listing=78579,Various Logins,pornseller,userinfo?user=pornseller,8.28,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
2 x 1 Gram Thc Juice 1x Indica 1x Sativa,welcome?action=show&listing=119954,Cannabis - Concentrates,morphinisback,userinfo?user=morphinisback,81.11,European Union,European Union,Thu Sep 17 14:55:45 2020
"448g - 1 LB - A+ INDOOR - Sherblato - Fast, Same Day Shipping! (BULK DEALS AVAILABLE)",welcome?action=show&listing=127104,Cannabis - Buds and Flowers,pressurepacks,userinfo?user=pressurepacks,3175.39,United States,United States,Thu Sep 17 14:55:45 2020
"Florida Voter Leacked Hacked Database (12,539Million records)",welcome?action=show&listing=95108,Other Fraud Related,empireshop,userinfo?user=empireshop,11.04,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
OXYCODONE 40 MG AUROBINDO,welcome?action=show&listing=119114,Opioids - Oxycodone,medicalking007,userinfo?user=medicalking007,24.33,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Peloton Live workout classes (onepeloton.com) Premium Account CHEAPEST on Market WARRANTY + EXTRAS,welcome?action=show&listing=86082,Various Logins,accountisland,userinfo?user=accountisland,19.32,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
5x 150ug 99.6% LSD * Hoffman Bicycle Specials,welcome?action=show&listing=58415,Psychedelics - LSD,acidfamily,userinfo?user=acidfamily,45.42,Germany,Worldwide,Thu Sep 17 14:55:45 2020
2 gr 73% Amphetamine (Speed) Paste,welcome?action=show&listing=59096,Stimulants - Speed,alfa,userinfo?user=alfa,16.22,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
HQ GERMAN PASSPORT SCANS BOTH SIDES VERY HIGH QUALITY (INSTANT DELIVERY),welcome?action=show&listing=97848,Other Services,drhack3r,userinfo?user=drhack3r,8.28,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Dudesraw.com Porn Account Warranty Included,welcome?action=show&listing=72526,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,11.35,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
50x XTC - MASERATI - 300MG MDMA,welcome?action=show&listing=85237,Ecstasy - Pills,euroshopper,userinfo?user=euroshopper,137.89,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Vodafone Leacked Hacked Database (56K record),welcome?action=show&listing=94724,Other Fraud Related,empireshop,userinfo?user=empireshop,11.04,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
ARES RAT v1.2.1 (Bitcoin BTC Stealer Plugin Included),welcome?action=show&listing=55171,Botnets and Malware,eucarder,userinfo?user=eucarder,20.7,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"Missouri 2018 Voter Leacked Hacked Database (4,130Million record)",welcome?action=show&listing=94335,Other Fraud Related,empireshop,userinfo?user=empireshop,20.7,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
7g AMNESIA HAZE H.Q CoffeeShop2Uk High Quality,welcome?action=show&listing=80814,Cannabis - Buds and Flowers,britishpablo,userinfo?user=britishpablo,113.89,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
"*DARKANGEL* (50g Speed 3,50/g ) Beste Qualitaet - Bester Service - Blitzversand // KOKAIN-APHETAMIN-XTC //",welcome?action=show&listing=126916,Stimulants - Speed,darkangel,userinfo?user=darkangel,283.9,Germany,European Union,Thu Sep 17 14:55:45 2020
1g Amphetamine Powder - Pure,welcome?action=show&listing=122996,Stimulants - Speed,horizons,userinfo?user=horizons,17.79,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
White Opium Poppy Heads - Medium x10,welcome?action=show&listing=102319,Opioids - Other,ciphir,userinfo?user=ciphir,14.23,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
transexpov.com Tgirl Porn Account Trans,welcome?action=show&listing=80210,Various Logins,pornseller,userinfo?user=pornseller,9.66,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
2000 x 2mg Xanax Bars (Germany Only),welcome?action=show&listing=126664,Benzos - Pills,mixedarbilyde,userinfo?user=mixedarbilyde,2109.0,Germany,Germany,Thu Sep 17 14:55:45 2020
"HQ business check scan boa ,wells chase with date",welcome?action=show&listing=112823,Other Fraud Related,ubuntu009,userinfo?user=ubuntu009,552.24,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Fake German Driving Licence,welcome?action=show&listing=111462,Fake Documents (Physical),abagnalejr,userinfo?user=abagnalejr,243.34,"Taiwan, Province of China",Worldwide,Thu Sep 17 14:55:45 2020
250 gram Premium SPEED paste 75% pure Amphetamine,welcome?action=show&listing=94846,Stimulants - Speed,drugzone,userinfo?user=drugzone,413.68,Netherlands,European Union,Thu Sep 17 14:55:45 2020
Betfair verified + verified neteller UK GBP,welcome?action=show&listing=81567,Drops - Other,cardpass,userinfo?user=cardpass,241.72,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
5 blotters - Mayan calendar LSD - 300ug (Duplicate),welcome?action=show&listing=103160,Psychedelics - LSD,heinekenexpress,userinfo?user=heinekenexpress,35.69,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
DIANABOL - 50mg,welcome?action=show&listing=75015,Steroids,americansteroid,userinfo?user=americansteroid,62.12,United States,United States,Thu Sep 17 14:55:45 2020
Sun Basket 500$ - Save lot of money,welcome?action=show&listing=100739,Other Fraud Related,kingaccount,userinfo?user=kingaccount,69.03,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
500 x 3.5mg GREEN XANAX (Hulk)..USA - USA,welcome?action=show&listing=85183,Benzos - Pills,ezinpharma,userinfo?user=ezinpharma,945.71,United States,United States,Thu Sep 17 14:55:45 2020
Groobygirls.com Porn Account Trans,welcome?action=show&listing=78599,Various Logins,pornseller,userinfo?user=pornseller,11.04,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Mouquet Farm Master Clone Agar SAMPLE Psilocybe Cubensis,welcome?action=show&listing=118237,Psychedelics - Shrooms,mouquetfarm,userinfo?user=mouquetfarm,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
50 pills - Xtc Baby Green ShyGuy - 200mg MDMA,welcome?action=show&listing=68886,Ecstasy - Pills,thestealthteam,userinfo?user=thestealthteam,111.93,European Union,Worldwide,Thu Sep 17 14:55:45 2020
55x RED BULL XTC PILLS - Made in Holland - 285MG+ - BEST PRICE ON WHM,welcome?action=show&listing=129504,Ecstasy - Pills,candyshopxl,userinfo?user=candyshopxl,89.22,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
"GOBI! 3 GRAMS CHINA WHITE, HEROIN, USA TO USA, EXPRESS!",welcome?action=show&listing=107271,Opioids - Heroin,syntropy,userinfo?user=syntropy,483.21,United States,United States,Thu Sep 17 14:55:45 2020
Change your MAC by one click - must have for secure,welcome?action=show&listing=62276,Security Software,g3cko,userinfo?user=g3cko,2.76,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"28 gram G13, cult favorite",welcome?action=show&listing=117324,Cannabis - Buds and Flowers,greenbritain1,userinfo?user=greenbritain1,409.25,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
***CANDYHOPMANSION*** 200 ML of GBL ***LIQUID ECSTASY***,welcome?action=show&listing=125850,Dissociatives - GHB,candyshopmansion,userinfo?user=candyshopmansion,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
"Girl Scout Cookies, 7 grams",welcome?action=show&listing=86671,Cannabis - Buds and Flowers,cabackdoormedic,userinfo?user=cabackdoormedic,48.32,United States,United States,Thu Sep 17 14:55:45 2020
Viagra (Sildenafil Citrate) 50 tablets x 100mg,welcome?action=show&listing=119549,Prescription Drugs - Stimulants,smartstore,userinfo?user=smartstore,64.89,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
M30 Oxycodone Pills!! Premium Quality Only! Supplying AlwaysTHEBEST GUARENTEED!!! QTY 75,welcome?action=show&listing=113248,Opioids - Oxycodone,alwaysthebest,userinfo?user=alwaysthebest,897.39,United States,United States,Thu Sep 17 14:55:45 2020
0.1G Highly Potent Freebase Crack Cocaine,welcome?action=show&listing=128444,Stimulants - Crack,rayfulwhyte,userinfo?user=rayfulwhyte,17.79,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
500mg 4-aco-MET - (identical to 4-ho-MET) - Fastest Shipping w/Instant Tracking,welcome?action=show&listing=116250,Psychedelics - Other,darcside,userinfo?user=darcside,96.64,United States,United States,Thu Sep 17 14:55:45 2020
France ID psd template - CNI Francaise - HQ - with Tutorial (Replica),welcome?action=show&listing=122226,Fake Documents (Digital),tommyouls,userinfo?user=tommyouls,40.55,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
110x Tesla XTC pills - Made in Holland - 300MG - BEST PRICE ON WHM,welcome?action=show&listing=123610,Ecstasy - Pills,candyshopxl,userinfo?user=candyshopxl,142.76,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Tramadol 200mg 50 pill - Tramadolor - Sandoz -,welcome?action=show&listing=122392,Benzos - Pills,trustpharma,userinfo?user=trustpharma,345.15,European Union,Worldwide,Thu Sep 17 14:55:45 2020
NEIL PATEL - Agency Unlocked- Video MASTERY,welcome?action=show&listing=125530,Social Engeneering,youngmoney,userinfo?user=youngmoney,2.76,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
deeper.com Porn Premium Account,welcome?action=show&listing=80173,Various Logins,pornseller,userinfo?user=pornseller,11.35,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
LV Sprinter backpack M44727,welcome?action=show&listing=120410,Other Forgeries,boyfootstep,userinfo?user=boyfootstep,258.17,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
Glo Carts 1 Gram THC Cartridges,welcome?action=show&listing=113417,Cannabis - Concentrates,calicart,userinfo?user=calicart,24.85,United States,United States,Thu Sep 17 14:55:45 2020
2500 SPEED PILLS - CLEAN!,welcome?action=show&listing=113126,Stimulants - Speed,domino45,userinfo?user=domino45,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
Custom Listing: Raw*****cut,welcome?action=show&listing=128146,Opioids - Oxycodone,unitedpainpros,userinfo?user=unitedpainpros,8684.0,European Union,European Union,Thu Sep 17 14:55:45 2020
(28 gram) GBMESSI 90% TOP TIER COLOMBIAN BRICK COCAINE UK NDD. CHECK WEED AND MDMA LISTINGS**,welcome?action=show&listing=95366,Stimulants - Cocaine,gbmessicocaine,userinfo?user=gbmessicocaine,3380.81,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
Driver Scanner v4.0.1.6 Cracked,welcome?action=show&listing=55587,Other Software,drunkdragon,userinfo?user=drunkdragon,1.38,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
****x50 200ug LSDS tabs****,welcome?action=show&listing=116192,Psychedelics - LSD,sierrafoxtrot,userinfo?user=sierrafoxtrot,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
